# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 12, mean observations per image: 0.0
1 0.9924167338290939 -0.09607521967753413 -0.07644737093895562 0.005863280347121093 0.14832042157649994 0.12242967635393143 0.17269094288349152 1 frame_00002.png

2 0.9955197497016817 -0.0872072721334761 -0.03618336913363097 0.005107194834585893 -0.09490472823381424 0.10841844603419304 0.10014677979052067 2 frame_00030.png

3 0.9928643530818464 -0.08077173708817272 0.08597004432391889 0.017477252245968213 -0.6031489670276642 0.08251212537288666 0.057878704741597176 3 frame_00057.png

4 0.982221596275236 -0.08002072213845839 0.16727437833592426 0.029269475418893184 -0.8681680560112 0.07061703503131866 0.08815479278564453 4 frame_00085.png

5 0.9400940130738229 -0.08943405065627978 0.32556645262490613 0.04723644875728044 -1.3412786722183228 0.02298819087445736 0.3173796236515045 5 frame_00112.png

6 0.8818174023666131 -0.09021400603219983 0.45988112172425427 0.052619919048419485 -1.5821382999420166 0.001910567283630371 0.536029577255249 6 frame_00140.png

7 0.8939948717161448 -0.06650815467491944 0.4395548054544636 0.05604826231792617 -1.56337970495224 -0.02098996192216873 0.48811325430870056 7 frame_00167.png

8 0.9447041319795536 -0.03787767791732282 0.32304885172833236 0.04169920782647639 -1.3488256931304932 -0.024294623639434576 0.30664272606372833 8 frame_00195.png

9 0.9822885330818315 -0.021520621799306222 0.1848733864660225 0.02163172646599181 -0.8743363618850708 -0.01200599642470479 0.12718762457370758 9 frame_00222.png

10 0.9891320929922658 -0.014736349684832362 0.1446121193761377 0.022087950114206174 -0.5956424474716187 -0.019313236698508263 0.0812867283821106 10 frame_00250.png

11 0.999911254945078 -0.00618418172457949 -0.010562332322233466 -0.005260728701566993 0.0 0.0 0.0 11 frame_00277.png

12 0.9812129149039548 -0.07901263096091257 -0.17118774060177744 -0.04090204447185292 0.42030560970306396 0.0034274274948984385 0.22005695104599 12 frame_00305.png

